Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
100 Mcmillen Ave,,,"100 Mcmillen Ave, Columbus, OH 43201",False,1990,,https://www.apartments.com/100-mcmillen-ave-columbus-oh/lhyp6ke/
194 E 14th Ave,,,"194 E 14th Ave, Columbus, OH 43201",False,1908,,https://www.apartments.com/194-e-14th-ave-columbus-oh/3k51sbg/
2157 Summit St,,,"2157 Summit St, Columbus, OH 43201",False,1960,,https://www.apartments.com/2157-summit-st-columbus-oh/d883qwh/
3067-3075 Neil Ave,,,"3067-3075 Neil Ave, Columbus, OH 43202",False,1928,,https://www.apartments.com/3067-3075-neil-ave-columbus-oh/yl1c1yv/
Grandview Area,,,"1515 Northwest Blvd, Columbus, OH 43212",False,1960,16,https://www.apartments.com/grandview-area-columbus-oh/hzlsxr3/
1304 Pennsylvania Ave,,,"1304 Pennsylvania Ave, Columbus, OH 43201",False,1949,15,https://www.apartments.com/1304-pennsylvania-ave-columbus-oh/x06bs8p/
29 W Tulane Rd,,,"29 W Tulane Rd, Columbus, OH 43202",False,,,https://www.apartments.com/29-w-tulane-rd-columbus-oh/8jv0tk0/
260-274 E Hudson St,,,"260-274 E Hudson St, Columbus, OH 43202",False,1920,,https://www.apartments.com/260-274-e-hudson-st-columbus-oh/4j7x80h/
300-312 Clinton St,,,"300-312 Clinton St, Columbus, OH 43202",False,1920,,https://www.apartments.com/300-312-clinton-st-columbus-oh/ms9x9zk/
1600 Waltham Rd,,,"1600 Waltham Rd, Columbus, OH 43221",False,1946,,https://www.apartments.com/1600-waltham-rd-columbus-oh/cm9mjje/
43-53 W 8th Ave,,,"43-53 W 8th Ave, Columbus, OH 43201",False,1994,12,https://www.apartments.com/43-53-w-8th-ave-columbus-oh/mjst23l/
1860-1866 Ashland Ave,,,"1860-1866 Ashland Ave, Columbus, OH 43212",False,1951,,https://www.apartments.com/1860-1866-ashland-ave-columbus-oh/4655ysh/
1470 King Ave,,,"1470 King Ave, Columbus, OH 43212",False,1960,12,https://www.apartments.com/1470-king-ave-columbus-oh/j4nxsh6/
2188 Summit St,,,"2188 Summit St, Columbus, OH 43201",False,1930,,https://www.apartments.com/2188-summit-st-columbus-oh/jyckvs7/
1971-1989 Northwest Blvd,,,"1971-1989 Northwest Blvd, Columbus, OH 43212",False,,19,https://www.apartments.com/1971-1989-northwest-blvd-columbus-oh/bpylm99/
1770-1772 North Star Ave,,,"1770-1772 North Star Ave, Columbus, OH 43212",False,1961,,https://www.apartments.com/1770-1772-north-star-ave-columbus-oh/rjnvz62/
257 E 15th Ave,,,"257 E 15th Ave, Columbus, OH 43201",False,1965,15,https://www.apartments.com/257-e-15th-ave-columbus-oh/z48sq2y/
192 E 12th Ave,,,"192 E 12th Ave, Columbus, OH 43201",False,1964,,https://www.apartments.com/192-e-12th-ave-columbus-oh/sqszv87/
160-166 Chittenden Ave,,,"160-166 Chittenden Ave, Columbus, OH 43201",False,,,https://www.apartments.com/160-166-chittenden-ave-columbus-oh/nwvcdgn/
345-355 E 20th Ave,,,"345-355 E 20th Ave, Columbus, OH 43201",False,1971,21,https://www.apartments.com/345-355-e-20th-ave-columbus-oh/8f0pxs1/
291-295 E 16th Ave,,,"291-295 E 16th Ave, Columbus, OH 43201",False,1914,,https://www.apartments.com/291-295-e-16th-ave-columbus-oh/gve0sxw/
1646-1652 Waltham Rd,,,"1646-1652 Waltham Rd, Columbus, OH 43221",False,1946,,https://www.apartments.com/1646-1652-waltham-rd-columbus-oh/s0zpc34/
353-363 Clinton St,,,"353-363 Clinton St, Columbus, OH 43202",False,1920,,https://www.apartments.com/353-363-clinton-st-columbus-oh/e1vwcpn/
25-29 E Eighth Ave,,,"25-29 E Eighth Ave, Columbus, OH 43201",False,1930,,https://www.apartments.com/25-29-e-eighth-ave-columbus-oh/791h8vy/
1320 Highland St,,,"1320 Highland St, Columbus, OH 43201",False,1966,10,https://www.apartments.com/1320-highland-columbus-oh/rqfd960/
52 E 8th Ave,,,"52 E 8th Ave, Columbus, OH 43201",False,1969,,https://www.apartments.com/52-e-8th-ave-columbus-oh/hsfmem1/
1427-1433 W 6th Ave,,,"1427-1433 W 6th Ave, Columbus, OH 43212",False,1938,,https://www.apartments.com/1427-1433-w-6th-ave-columbus-oh/stshbn6/
2618 Deming Ave,,,"2618 Deming Ave, Columbus, OH 43202",False,1970,,https://www.apartments.com/2618-deming-ave-columbus-oh/vfv23gg/
1372-1378 Meadow Rd,,,"1372-1378 Meadow Rd, Columbus, OH 43212",False,1945,,https://www.apartments.com/1372-1378-meadow-rd-columbus-oh/hpkpqw3/
University Manor,,,"2135 Iuka Ave, Columbus, OH 43201",False,1968,15,https://www.apartments.com/university-manor-columbus-oh/re9t382/
133-147 W 6th Ave,,,"133-147 W 6th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/133-147-w-6th-ave-columbus-oh/31zzt5e/
1735-1741 North Star Ave,,,"1735-1741 North Star Ave, Columbus, OH 43212",False,1951,,https://www.apartments.com/1735-1741-north-star-ave-columbus-oh/hhcvzf3/
293 E 15th Ave,,,"293 E 15th Ave, Columbus, OH 43201",False,1973,,https://www.apartments.com/293-e-15th-ave-columbus-oh/f5lwdvs/
1253-1259 Thornwood Pl,,,"1253-1259 Thornwood Pl, Columbus, OH 43212",False,1928,,https://www.apartments.com/1253-1259-thornwood-pl-columbus-oh/khp9nnb/
1445 W 6th Ave,,,"1445 W 6th Ave, Columbus, OH 43212",False,1938,,https://www.apartments.com/1445-w-6th-ave-columbus-oh/p2zzj4v/
112-116 E 9th Ave,,,"112-116 E 9th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/112-116-e-9th-ave-columbus-oh/shdkr77/
374 E Tompkins St,,,"374 E Tompkins St, Columbus, OH 43202",False,1972,,https://www.apartments.com/374-e-tompkins-st-columbus-oh/4x3l73h/
1242 Neil Ave,,,"1242 Neil Ave, Columbus, OH 43201",False,1964,16,https://www.apartments.com/1242-neil-ave-columbus-oh/lhbs2eg/
449-459 Helen Ct,,,"449-459 Helen Ct, Columbus, OH 43201",False,1910,,https://www.apartments.com/449-459-helen-ct-columbus-oh/ptmd2ls/
1827 N 4th St,,,"1827 N 4th St, Columbus, OH 43201",False,1964,,https://www.apartments.com/1827-n-4th-st-columbus-oh/67f6g8r/
King-Col Apartments,,,"29 King Ave, Columbus, OH 43201",False,1964,,https://www.apartments.com/king-col-apartments-columbus-oh/qf6xsjx/
419-433 E Oakland Ave,,,"419-433 E Oakland Ave, Columbus, OH 43202",False,1920,,https://www.apartments.com/419-433-e-oakland-ave-columbus-oh/9lc8j97/
1545-1559 King Ave,,,"1545-1559 King Ave, Columbus, OH 43212",False,1958,12,https://www.apartments.com/1545-1559-king-ave-columbus-oh/5bv7j5q/
199 W 5th Ave,,,"199 W 5th Ave, Columbus, OH 43201",False,,,https://www.apartments.com/199-w-5th-ave-columbus-oh/b1lle18/
208 --214 W Pacemont Road,,,"208 --214 W Pacemont Road, Columbus, OH 43202",False,1930,,https://www.apartments.com/208-214-w-pacemont-road-columbus-oh/qr3mgcz/
1608 Summit St,,,"1608 Summit St, Columbus, OH 43201",False,1900,,https://www.apartments.com/1608-summit-st-columbus-oh/tj30p6b/
1960 N 4th St,,,"1960 N 4th St, Columbus, OH 43201",False,1985,,https://www.apartments.com/1960-n-4th-st-columbus-oh/78mjedw/
1202-1212 Harrison Ave,,,"1202-1212 Harrison Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/1202-1212-harrison-ave-columbus-oh/qvlnpez/
15-23 W California Ave,,,"15-23 W California Ave, Columbus, OH 43202",False,1925,,https://www.apartments.com/15-23-w-california-ave-columbus-oh/13kdhy6/
2054 N 4th St,,,"2054 N 4th St, Columbus, OH 43201",False,1910,,https://www.apartments.com/2054-n-4th-st-columbus-oh/11lq4h7/
262 E 12th Ave,,,"262 E 12th Ave, Columbus, OH 43201",False,1971,12,https://www.apartments.com/262-e-12th-ave-columbus-oh/9t775d4/
2154-2162 N 4th St,,,"2154-2162 N 4th St, Columbus, OH 43201",False,1920,,https://www.apartments.com/2154-2162-n-4th-st-columbus-oh/d781ddl/
2790-2798 Mount Holyoke Rd,,,"2790-2798 Mount Holyoke Rd, Columbus, OH 43221",False,1972,,https://www.apartments.com/2790-2798-mount-holyoke-rd-columbus-oh/x10fnmp/
415-429 Clinton St,,,"415-429 Clinton St, Columbus, OH 43202",False,1920,,https://www.apartments.com/415-429-clinton-st-columbus-oh/65vbsmt/
2360 Glenmawr Ave,,,"2360 Glenmawr Ave, Columbus, OH 43202",False,1944,,https://www.apartments.com/2360-glenmawr-ave-columbus-oh/6j7llev/
310-316 W 4th Ave,,,"310-316 W 4th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/310-316-w-4th-ave-columbus-oh/1v7xtf6/
1366 Thornwood Pl,,,"1366 Thornwood Pl, Columbus, OH 43212",False,1946,,https://www.apartments.com/1366-thornwood-pl-columbus-oh/jb34nz4/
2636 Indianola Ave,,,"2636 Indianola Ave, Columbus, OH 43202",False,,10,https://www.apartments.com/2636-indianola-ave-columbus-oh/eqtbekq/
1201-1209 W 3rd Ave,,,"1201-1209 W 3rd Ave, Columbus, OH 43212",False,1935,,https://www.apartments.com/1201-1209-w-3rd-ave-columbus-oh/3czsjsf/
1626-1632 King Ave,,,"1626-1632 King Ave, Columbus, OH 43212",False,1937,,https://www.apartments.com/1626-1632-king-ave-columbus-oh/7kqwgxx/
114-116 W 5th Ave,,,"114-116 W 5th Ave, Columbus, OH 43201",False,1901,,https://www.apartments.com/114-116-w-5th-ave-columbus-oh/5x43pbn/
376 E 15th Ave,,,"376 E 15th Ave, Columbus, OH 43201",False,1973,,https://www.apartments.com/376-e-15th-ave-columbus-oh/nth2ktn/
1615 N 4th St,,,"1615 N 4th St, Columbus, OH 43201",False,,46,https://www.apartments.com/1615-n-4th-st-columbus-oh/sqmx8l4/
428-434 W 3rd Ave,,,"428-434 W 3rd Ave, Columbus, OH 43201",False,,,https://www.apartments.com/428-434-w-3rd-ave-columbus-oh/srcdtb5/
415-423 E 18th Ave,,,"415-423 E 18th Ave, Columbus, OH 43201",False,1902,,https://www.apartments.com/415-423-e-18th-ave-columbus-oh/4welzlk/
202-210 E 9th Ave,,,"202-210 E 9th Ave, Columbus, OH 43201",False,,,https://www.apartments.com/202-210-e-9th-ave-columbus-oh/k5gxhp9/
259 W 4th Ave,,,"259 W 4th Ave, Columbus, OH 43201",False,1920,12,https://www.apartments.com/259-w-4th-ave-columbus-oh/jgvp6d6/
1600 N Star Rd,,,"1600 N Star Rd, Columbus, OH 43212",False,1970,,https://www.apartments.com/1600-n-star-rd-columbus-oh/z7txrpy/
451-463 E Tompkins St,,,"451-463 E Tompkins St, Columbus, OH 43202",False,1920,,https://www.apartments.com/451-463-e-tompkins-st-columbus-oh/5lfqs5n/
1314 W 3rd Ave,,,"1314 W 3rd Ave, Columbus, OH 43212",False,1930,,https://www.apartments.com/1314-w-3rd-ave-columbus-oh/9rbns07/
1646-1652 King Ave,,,"1646-1652 King Ave, Columbus, OH 43212",False,1937,,https://www.apartments.com/1646-1652-king-ave-columbus-oh/d43gtjj/
1104 Perry St,,,"1104 Perry St, Columbus, OH 43201",False,1957,20,https://www.apartments.com/1104-perry-st-columbus-oh/0132243/
1729 Elmwood Ave,,,"1729 Elmwood Ave, Columbus, OH 43212",False,1931,,https://www.apartments.com/1729-elmwood-ave-columbus-oh/q4e1b0x/
485-491 Wyandotte Ave,,,"485-491 Wyandotte Ave, Columbus, OH 43202",False,1930,,https://www.apartments.com/485-491-wyandotte-ave-columbus-oh/1hr2c04/
476-486 Chilcote Ave,,,"476-486 Chilcote Ave, Columbus, OH 43202",False,1903,,https://www.apartments.com/476-486-chilcote-ave-columbus-oh/4207h4l/
490-492 Alden Ave,,,"490-492 Alden Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/490-492-alden-ave-columbus-oh/pn88e0r/
1340 W 3rd Ave,,,"1340 W 3rd Ave, Columbus, OH 43212",False,1928,,https://www.apartments.com/1340-w-3rd-ave-columbus-oh/2ld2gnc/
1361-1363 Indianola Ave,,,"1361-1363 Indianola Ave, Columbus, OH 43201",False,1904,,https://www.apartments.com/1361-1363-indianola-ave-columbus-oh/ktbqjwb/
1116-1122 Harrison Ave,,,"1116-1122 Harrison Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/1116-1122-harrison-ave-columbus-oh/r5mhk52/
455 E 18th Ave,,,"455 E 18th Ave, Columbus, OH 43201",False,,,https://www.apartments.com/455-e-18th-ave-columbus-oh/ek2p2nn/
1148-1150 Northwest Blvd,,,"1148-1150 Northwest Blvd, Columbus, OH 43212",False,1923,,https://www.apartments.com/1148-1150-northwest-blvd-columbus-oh/n61zfsm/
2444-2454 N 4th St,,,"2444-2454 N 4th St, Columbus, OH 43202",False,1972,,https://www.apartments.com/2444-2454-n-4th-st-columbus-oh/dvpypjk/
1268 N High St,,,"1268 N High St, Columbus, OH 43201",False,1960,,https://www.apartments.com/1268-n-high-st-columbus-oh/mvpp86j/
1398 W 3rd Ave,,,"1398 W 3rd Ave, Columbus, OH 43212",False,1922,,https://www.apartments.com/1398-w-3rd-ave-columbus-oh/rgctyr0/
Victorian Village Apartments,,,"1136 Highland St, Columbus, OH 43201",False,1962,,https://www.apartments.com/victorian-village-apartments-columbus-oh/r9x7m43/
453 E 16th Ave,,,"453 E 16th Ave, Columbus, OH 43201",False,,,https://www.apartments.com/453-e-16th-ave-columbus-oh/gjxwdxw/
389 E 13th Ave,,,"389 E 13th Ave, Columbus, OH 43201",False,1973,,https://www.apartments.com/389-e-13th-ave-columbus-oh/0s1ps13/
129-139 E 7th Ave,,,"129-139 E 7th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/129-139-e-7th-ave-columbus-oh/z6gbe0y/
1131-1137 Northwest Blvd,,,"1131-1137 Northwest Blvd, Columbus, OH 43212",False,1928,,https://www.apartments.com/1131-1137-northwest-blvd-columbus-oh/z0nf6mw/
1415 Broadview Ave,,,"1415 Broadview Ave, Columbus, OH 43212",False,1951,,https://www.apartments.com/1415-broadview-ave-columbus-oh/mml137l/
970-984 Hilo Ln,,,"970-984 Hilo Ln, Columbus, OH 43212",False,1953,,https://www.apartments.com/970-984-hilo-ln-columbus-oh/xhblssp/
432 E 14th Ave,,,"432 E 14th Ave, Columbus, OH 43201",False,1960,,https://www.apartments.com/432-e-14th-ave-columbus-oh/lfsbqbg/
986-992 Hilo Ln,,,"986-992 Hilo Ln, Columbus, OH 43212",False,1952,,https://www.apartments.com/986-992-hilo-ln-columbus-oh/84v7v30/
315-327 E 11th Ave,,,"315-327 E 11th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/315-327-e-11th-ave-columbus-oh/xq8mb9q/
449 Michigan Ave,,,"449 Michigan Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/449-michigan-ave-columbus-oh/wwpbx9j/
1462-1468 N 4th St,,,"1462-1468 N 4th St, Columbus, OH 43201",False,1970,,https://www.apartments.com/1462-1468-n-4th-st-columbus-oh/zv0eqgy/
1536 Ashland Ave,,,"1536 Ashland Ave, Columbus, OH 43212",False,1953,,https://www.apartments.com/1536-ashland-ave-columbus-oh/6ngs2yv/
1745 Glenn Ave,,,"1745 Glenn Ave, Columbus, OH 43212",False,1931,,https://www.apartments.com/1745-glenn-ave-columbus-oh/nd3dkxq/
231 E 8th Ave,,,"231 E 8th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/231-e-8th-ave-columbus-oh/tzcs4d9/
1076 Neil Ave,,,"1076 Neil Ave, Columbus, OH 43201",False,1920,10,https://www.apartments.com/1076-neil-ave-columbus-oh/ejknh1m/
430 E 13th Ave,,,"430 E 13th Ave, Columbus, OH 43201",False,1972,12,https://www.apartments.com/430-e-13th-ave-columbus-oh/5p8rnsn/
194-202 W 3rd Ave,,,"194-202 W 3rd Ave, Columbus, OH 43201",False,1935,,https://www.apartments.com/194-202-w-3rd-ave-columbus-oh/x3keecq/
1120-1134 Apollo Pl,,,"1120-1134 Apollo Pl, Columbus, OH 43201",False,1972,,https://www.apartments.com/1120-1134-apollo-pl-columbus-oh/s1e1xd4/
387-389 Chittenden Ave,,,"387-389 Chittenden Ave, Columbus, OH 43201",False,1915,,https://www.apartments.com/387-389-chittenden-ave-columbus-oh/j104e95/
1509-1515 Ashland Ave,,,"1509-1515 Ashland Ave, Columbus, OH 43212",False,1940,,https://www.apartments.com/1509-1515-ashland-ave-columbus-oh/gpht1qz/
1670-1676 Glenn Ave,,,"1670-1676 Glenn Ave, Columbus, OH 43212",False,1930,,https://www.apartments.com/1670-1676-glenn-ave-columbus-oh/8h9fj61/
415-423 E 12th Ave,,,"415-423 E 12th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/415-423-e-12th-ave-columbus-oh/91m52t7/
1505 W 3rd Ave,,,"1505 W 3rd Ave, Columbus, OH 43212",False,1924,25,https://www.apartments.com/1505-w-3rd-ave-columbus-oh/v8xhp6d/
1546-1552 W 3rd Ave,,,"1546-1552 W 3rd Ave, Columbus, OH 43212",False,1920,,https://www.apartments.com/1546-1552-w-3rd-ave-columbus-oh/y2lfkrs/
1007-09 Harrison Ave,,,"1007-09 Harrison Ave, Columbus, OH 43201",False,1968,12,https://www.apartments.com/1007-09-harrison-ave-columbus-oh/v0p5jld/
1372 N 4th St,,,"1372 N 4th St, Columbus, OH 43201",False,1920,,https://www.apartments.com/1372-n-4th-st-columbus-oh/kfg3419/
1804 King Ave,,,"1804 King Ave, Columbus, OH 43212",False,1929,,https://www.apartments.com/1804-king-ave-columbus-oh/d50s8jl/
1609 Westwood Ave,,,"1609 Westwood Ave, Columbus, OH 43212",False,1940,,https://www.apartments.com/1609-westwood-ave-columbus-oh/vdmtcge/
1789 King Ave,,,"1789 King Ave, Columbus, OH 43212",False,1928,,https://www.apartments.com/1789-king-ave-columbus-oh/gm6p8wy/
1535 Elmwood Ave,,,"1535 Elmwood Ave, Columbus, OH 43212",False,1962,,https://www.apartments.com/1535-elmwood-ave-columbus-oh/2wve678/
1420-1424 N 5th St,,,"1420-1424 N 5th St, Columbus, OH 43201",False,1918,,https://www.apartments.com/1420-1424-n-5th-st-columbus-oh/9psm767/
1398-1404 Haines Ave,,,"1398-1404 Haines Ave, Columbus, OH 43212",False,,,https://www.apartments.com/1398-1404-haines-ave-columbus-oh/ejs2bmm/
1020 Northwest Blvd,,,"1020 Northwest Blvd, Columbus, OH 43212",False,1936,,https://www.apartments.com/1020-northwest-blvd-columbus-oh/fds854t/
2853-2861 Northwest Blvd,,,"2853-2861 Northwest Blvd, Columbus, OH 43221",False,,,https://www.apartments.com/2853-2861-northwest-blvd-columbus-oh/lg8kqrf/
1181 Say Ave,,,"1181 Say Ave, Columbus, OH 43201",False,,,https://www.apartments.com/1181-say-ave-columbus-oh/qnj4yry/
397-403 E 11th Ave,,,"397-403 E 11th Ave, Columbus, OH 43201",False,1910,,https://www.apartments.com/397-403-e-11th-ave-columbus-oh/kh62jn9/
58-64 W 3rd Ave,,,"58-64 W 3rd Ave, Columbus, OH 43201",False,1940,,https://www.apartments.com/58-64-w-3rd-ave-columbus-oh/xfyfq3q/
2905-2919 Northwest Blvd,,,"2905-2919 Northwest Blvd, Columbus, OH 43221",False,,,https://www.apartments.com/2905-2919-northwest-blvd-columbus-oh/1epqqe4/
970-976 Northwest Blvd,,,"970-976 Northwest Blvd, Columbus, OH 43212",False,1936,,https://www.apartments.com/970-976-northwest-blvd-columbus-oh/l7w55he/
1282 N 4th St,,,"1282 N 4th St, Columbus, OH 43201",False,1928,,https://www.apartments.com/1282-n-4th-st-columbus-oh/bbrq7lb/
1456 Elmwood Ave,,,"1456 Elmwood Ave, Columbus, OH 43212",False,1945,,https://www.apartments.com/1456-elmwood-ave-columbus-oh/sr85sd7/
2971-2985 Northwest Blvd,,,"2971-2985 Northwest Blvd, Columbus, OH 43221",False,,,https://www.apartments.com/2971-2985-northwest-blvd-columbus-oh/lff9l4d/
138-166 E 5th Ave,,,"138-166 E 5th Ave, Columbus, OH 43201",False,1915,23,https://www.apartments.com/138-166-e-5th-ave-columbus-oh/mwe170j/
1639-1645 Wyandotte Rd,,,"1639-1645 Wyandotte Rd, Columbus, OH 43212",False,1928,,https://www.apartments.com/1639-1645-wyandotte-rd-columbus-oh/t9p2708/
1225-1227 N 4th Ave,,,"1225-1227 N 4th Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/1225-1227-n-4th-ave-columbus-oh/vt8pepg/
2984 Indianola Ave,,,"2984 Indianola Ave, Columbus, OH 43202",False,1920,,https://www.apartments.com/2984-indianola-ave-columbus-oh/8v8b4m0/
1432 Elmwood Ave,,,"1432 Elmwood Ave, Columbus, OH 43212",False,1942,,https://www.apartments.com/1432-elmwood-ave-columbus-oh/qe675xy/
1959-1963 Suffolk Rd,,,"1959-1963 Suffolk Rd, Columbus, OH 43221",False,1927,,https://www.apartments.com/1959-1963-suffolk-rd-columbus-oh/nwbsjfn/
1669 W 3rd Ave,,,"1669 W 3rd Ave, Columbus, OH 43212",False,1964,,https://www.apartments.com/1669-w-3rd-ave-columbus-oh/5fvdj5q/
1107-1121 Summit St,,,"1107-1121 Summit St, Columbus, OH 43201",False,1920,,https://www.apartments.com/1107-1121-summit-st-columbus-oh/b6nxky9/
125 W 2nd Ave,,,"125 W 2nd Ave, Columbus, OH 43201",False,1971,,https://www.apartments.com/125-w-2nd-ave-columbus-oh/mp9pfyh/
1244-1250 N 5th St,,,"1244-1250 N 5th St, Columbus, OH 43201",False,1910,,https://www.apartments.com/1244-1250-n-5th-st-columbus-oh/r173ym2/
1209-1219 Broadview Ave,,,"1209-1219 Broadview Ave, Columbus, OH 43212",False,1922,10,https://www.apartments.com/1209-1219-broadview-ave-columbus-oh/9w7rkt7/
3130-3136 Northwest Blvd,,,"3130-3136 Northwest Blvd, Columbus, OH 43221",False,1959,,https://www.apartments.com/3130-3136-northwest-blvd-columbus-oh/ngn9y1n/
2202 Arlington Ave,,,"2202 Arlington Ave, Upper Arlington, OH 43221",False,1928,,https://www.apartments.com/2202-arlington-ave-upper-arlington-oh/bvkpvtb/
1867 W 5th Ave,,,"1867 W 5th Ave, Columbus, OH 43212",False,1920,,https://www.apartments.com/1867-w-5th-ave-columbus-oh/6yyvzwr/
3081 Indianola Ave,,,"3081 Indianola Ave, Columbus, OH 43202",False,1958,16,https://www.apartments.com/3081-indianola-ave-columbus-oh/z05vj2x/
840 Michigan Ave,,,"840 Michigan Ave, Columbus, OH 43215",False,2019,26,https://www.apartments.com/840-michigan-ave-columbus-oh/4kht2rk/
22 E 2nd Ave,,,"22 E 2nd Ave, Columbus, OH 43201",False,1920,26,https://www.apartments.com/22-e-2nd-ave-columbus-oh/6q7ezer/
3200-3206 Northwest Blvd,,,"3200-3206 Northwest Blvd, Columbus, OH 43221",False,1959,,https://www.apartments.com/3200-3206-northwest-blvd-columbus-oh/dyfdcbk/
28 E 2nd Ave,,,"28 E 2nd Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/28-e-2nd-ave-columbus-oh/vq0k1ef/
850-852 Northwest Blvd,,,"850-852 Northwest Blvd, Grandview, OH 43212",False,1924,,https://www.apartments.com/850-852-northwest-blvd-grandview-oh/lh15gvg/
159-165 Detroit Ave,,,"159-165 Detroit Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/159-165-detroit-ave-columbus-oh/vnr6gxf/
964-966 Burr Ave,,,"964-966 Burr Ave, Columbus, OH 43212",False,1924,,https://www.apartments.com/964-966-burr-ave-columbus-oh/p8hnftt/
1816-1822 W 3rd Ave,,,"1816-1822 W 3rd Ave, Columbus, OH 43212",False,1917,,https://www.apartments.com/1816-1822-w-3rd-ave-columbus-oh/h9v1gz2/
The Seville,,,"1202-1248 Ashland Ave, Columbus, OH 43212",False,1970,42,https://www.apartments.com/the-seville-columbus-oh/29q7sxc/
1009-1023 Summit St,,,"1009-1023 Summit St, Columbus, OH 43201",False,1920,11,https://www.apartments.com/1009-1023-summit-st-columbus-oh/0ecn6q1/
1826-1844 W 3rd Ave,,,"1826-1844 W 3rd Ave, Columbus, OH 43212",False,1917,,https://www.apartments.com/1826-1844-w-3rd-ave-columbus-oh/5prn42n/
827-833 Northwest Blvd,,,"827-833 Northwest Blvd, Columbus, OH 43212",False,1931,,https://www.apartments.com/827-833-northwest-blvd-columbus-oh/vvkcx9g/
Wood Company,,,"937-951 N High St, Columbus, OH 43201",False,2012,24,https://www.apartments.com/wood-company-columbus-oh/lysxzwd/
3145 Indianola Ave,,,"3145 Indianola Ave, Columbus, OH 43202",False,1936,,https://www.apartments.com/3145-indianola-ave-columbus-oh/20c7zjb/
Charwalde,,,"295 W Hubbard Ave, Columbus, OH 43215",False,1935,12,https://www.apartments.com/charwalde-columbus-oh/42sxbzj/
808-814 Northwest Blvd,,,"808-814 Northwest Blvd, Columbus, OH 43212",False,,,https://www.apartments.com/808-814-northwest-blvd-columbus-oh/2enfgbb/
Fourth Crossing,,,"1112 N Fourth St, Columbus, OH 43201",False,2019,36,https://www.apartments.com/fourth-crossing-columbus-oh/ng126gn/
New Village Place,,,"138 Verde Aly, Columbus, OH 43201",False,2004,80,https://www.apartments.com/new-village-place-columbus-oh/k00gzgb/
874-956 Woodhill Dr,,,"874-956 Woodhill Dr, Columbus, OH 43212",False,1959,,https://www.apartments.com/874-956-woodhill-dr-columbus-oh/09tdlp2/
828-838 Dennison Ave,,,"828-838 Dennison Ave, Columbus, OH 43215",False,1920,,https://www.apartments.com/828-838-dennison-ave-columbus-oh/b0tyh08/
2241 Hiawatha Dr,,,"2241 Hiawatha Dr, Columbus, OH 43211",False,1947,,https://www.apartments.com/2241-hiawatha-dr-columbus-oh/epyggxm/
88-96 Wilber Ave,,,"88-96 Wilber Ave, Columbus, OH 43215",False,1920,,https://www.apartments.com/88-96-wilber-ave-columbus-oh/59crvnn/
790-792 Neil Ave,,,"790-792 Neil Ave, Columbus, OH 43215",False,1920,,https://www.apartments.com/790-792-neil-ave-columbus-oh/218nnhc/
19 W 1st Ave,,,"19 W 1st Ave, Columbus, OH 43201",False,1924,12,https://www.apartments.com/19-w-1st-ave-columbus-oh/k1pw7q9/
46-56 E 1st Ave,,,"46-56 E 1st Ave, Columbus, OH 43201",False,1920,,https://www.apartments.com/46-56-e-1st-ave-columbus-oh/7yn8dby/
Kingsdale Lofts,,,"3217-3219 Tremont Rd, Columbus, OH 43221",False,2007,,https://www.apartments.com/kingsdale-lofts-columbus-oh/0vd7l10/
3263-3271 Tremont Rd,,,"3263-3271 Tremont Rd, Columbus, OH 43221",False,1951,,https://www.apartments.com/3263-3271-tremont-rd-columbus-oh/x5lyg9p/
779 Dennison Ave,,,"779 Dennison Ave, Columbus, OH 43215",False,1970,10,https://www.apartments.com/779-dennison-ave-columbus-oh/58mf8ep/
1869-1875 Kentwell Rd,,,"1869-1875 Kentwell Rd, Columbus, OH 43221",False,1953,,https://www.apartments.com/1869-1875-kentwell-rd-columbus-oh/bt1lcqb/
828-854 Palmer Rd,,,"828-854 Palmer Rd, Columbus, OH 43212",False,1968,14,https://www.apartments.com/828-854-palmer-rd-columbus-oh/rtpl0q2/
111-113 W Hubbard Ave,,,"111-113 W Hubbard Ave, Columbus, OH 43215",False,1900,,https://www.apartments.com/111-113-w-hubbard-ave-columbus-oh/zxyew4x/
The Prescott,,,"866 N Pearl St, Columbus, OH 43215",False,2015,24,https://www.apartments.com/the-prescott-columbus-oh/58lcfcm/
Grandview Terrace Apartments,,,"910-980 Quay Ave, Columbus, OH 43212",False,1973,65,https://www.apartments.com/grandview-terrace-apartments-columbus-oh/mwdntjh/
