Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
1144 Copley Rd,,,"1144 Copley Rd, Akron, OH 44320",False,1940,,https://www.apartments.com/1144-copley-rd-akron-oh/c44zsbg/
1881 Manchester Rd,,,"1881 Manchester Rd, Akron, OH 44314",False,1913,,https://www.apartments.com/1881-manchester-rd-akron-oh/p6gyfkr/
811 E Wilbeth Rd,,,"811 E Wilbeth Rd, Akron, OH 44306",False,1971,14,https://www.apartments.com/811-e-wilbeth-rd-akron-oh/rtcgz92/
969 Triplett Blvd,,,"969 Triplett Blvd, Akron, OH 44306",False,1938,,https://www.apartments.com/969-triplett-blvd-akron-oh/zzxfv2y/
Rosamond Apartments,,,"888 Rosamond Ave, Akron, OH 44307",False,1977,26,https://www.apartments.com/rosamond-apartments-akron-oh/d9dfmwl/
Absolute Auction of 12 Unit Apartment Bldg,,,"811 E Wilbeth Rd, Akron, OH 44306",False,1971,12,https://www.apartments.com/absolute-auction-of-12-unit-apartment-bldg-akron-oh/zkbzccy/
745 Mineola Ave,,,"745 Mineola Ave, Akron, OH 44320",False,1940,,https://www.apartments.com/745-mineola-ave-akron-oh/zvdstqy/
Kenmore Apartments and Townhomes,,,"899 Rosamond Ave, Akron, OH 44307",False,1978,23,https://www.apartments.com/kenmore-apartments-and-townhomes-akron-oh/36fz3dd/
1170 Copley Rd,,,"1170 Copley Rd, Akron, OH 44320",False,1953,,https://www.apartments.com/1170-copley-rd-akron-oh/k3q2y69/
1175 Copley Rd,,,"1175 Copley Rd, Akron, OH 44320",False,1940,,https://www.apartments.com/1175-copley-rd-akron-oh/bszqpr8/
Coventry & Arlington Apartments,,,"1566-1568 Coventry St, Akron, OH 44301",False,1973,23,https://www.apartments.com/coventry-arlington-apartments-akron-oh/e8j4tcn/
847 Jason Ave,,,"847 Jason Ave, Akron, OH 44314",False,1927,,https://www.apartments.com/847-jason-ave-akron-oh/pf6vv0t/
Summer Hill Apartments,,,"1260-1278 Brittain Rd, Akron, OH 44310",False,1995,46,https://www.apartments.com/summer-hill-apartments-akron-oh/m8cn46k/
Britain Apartments,,,"1314 Brittain Rd, Akron, OH 44310",False,2002,36,https://www.apartments.com/britain-apartments-akron-oh/mmsykgl/
1843-1853 13th St SW,,,"1843-1853 13th St SW, Akron, OH 44314",False,1966,,https://www.apartments.com/1843-1853-13th-st-sw-akron-oh/pc9edrt/
1261-1277 Roslyn Ave,,,"1261-1277 Roslyn Ave, Akron, OH 44320",False,1961,,https://www.apartments.com/1261-1277-roslyn-ave-akron-oh/rx1dte1/
766 Anderson Ave,,,"766 Anderson Ave, Akron, OH 44306",False,1980,10,https://www.apartments.com/766-anderson-ave-akron-oh/z35f44w/
750-780 Baltimore Ave,,,"750-780 Baltimore Ave, Akron, OH 44306",False,1968,16,https://www.apartments.com/750-780-baltimore-ave-akron-oh/qv54m1w/
698 Kenmore Blvd,,,"698 Kenmore Blvd, Akron, OH 44314",False,1912,,https://www.apartments.com/698-kenmore-blvd-akron-oh/b134j58/
780-794 Anderson Ave,,,"780-794 Anderson Ave, Akron, OH 44306",False,,14,https://www.apartments.com/780-794-anderson-ave-akron-oh/lzgqmqd/
769 Anderson Ave,,,"769 Anderson Ave, Akron, OH 44306",False,1973,42,https://www.apartments.com/769-anderson-ave-akron-oh/9yt64v4/
1283 E Tallmadge Ave,,,"1283 E Tallmadge Ave, Akron, OH 44310",False,1969,20,https://www.apartments.com/1283-e-tallmadge-ave-akron-oh/xm99ktq/
Anderson Apartments,,,"779-783 Anderson Ave, Akron, OH 44306",False,1966,28,https://www.apartments.com/anderson-apartments-akron-oh/btp70yb/
Gaslight Village,,,"140 Thomas Rd S, Tallmadge, OH 44278",False,1970,104,https://www.apartments.com/gaslight-village-tallmadge-oh/6xcf3nv/
The Village at New Seasons,,,"1477 S Hawkins Ave, Akron, OH 44320",False,2011,50,https://www.apartments.com/the-village-at-new-seasons-akron-oh/r60crb1/
Gateway Estates,,,"1301 Triplett, Akron, OH 44306",False,1968,24,https://www.apartments.com/gateway-estates-akron-oh/vevsg1g/
Kimlyn Circle Apartments,,,"20 Kimlyn Cir, Akron, OH 44310",False,1973,28,https://www.apartments.com/kimlyn-circle-apartments-akron-oh/714ljxy/
The Brooklands,,,"335 The Brooklands, Akron, OH 44305",False,1974,14,https://www.apartments.com/the-brooklands-akron-oh/4zy33yj/
Cromwell Apartments,,,"1015 Independence Ave, Akron, OH 44310",False,1966,42,https://www.apartments.com/cromwell-apartments-akron-oh/7dwmlxz/
1325 Thurston St,,,"1325 Thurston St, Akron, OH 44320",False,1960,28,https://www.apartments.com/1325-thurston-st-akron-oh/8g3lpq1/
Excellent Cash Flow,,,"1012-1064 Saxon Ave, Akron, OH 44314",False,1965,10,https://www.apartments.com/excellent-cash-flow-akron-oh/sy3rk26/
847 Chester Ave,,,"847 Chester Ave, Akron, OH 44314",False,1913,,https://www.apartments.com/847-chester-ave-akron-oh/m9p600j/
1919-1937 Preston Ave,,,"1919-1937 Preston Ave, Akron, OH 44305",False,1963,,https://www.apartments.com/1919-1937-preston-ave-akron-oh/72jf97w/
1489 Wildon Ave,,,"1489 Wildon Ave, Akron, OH 44306",False,1970,12,https://www.apartments.com/1489-wildon-ave-akron-oh/kjhc2tc/
Executive Apartments,,,"1358-1438 N Howard St, Akron, OH 44310",False,1973,41,https://www.apartments.com/executive-apartments-akron-oh/8bd4je2/
72 S Thomas Rd,,,"72 S Thomas Rd, Tallmadge, OH 44278",False,,12,https://www.apartments.com/72-s-thomas-rd-tallmadge-oh/gwb13ky/
809 Kenmore Blvd,,,"809 Kenmore Blvd, Akron, OH 44314",False,1924,,https://www.apartments.com/809-kenmore-blvd-akron-oh/bzfbjn9/
1036-1050 Saxon Ave,,,"1036-1050 Saxon Ave, Akron, OH 44314",False,1964,,https://www.apartments.com/1036-1050-saxon-ave-akron-oh/2009pq9/
2096 12th St SW,,,"2096 12th St SW, Akron, OH 44314",False,1929,,https://www.apartments.com/2096-12th-st-sw-akron-oh/ff15r7s/
846 S Jenkins Blvd,,,"846 S Jenkins Blvd, Akron, OH 44306",False,1964,14,https://www.apartments.com/846-s-jenkins-blvd-akron-oh/4k2b60k/
260 Goodview Ave,,,"260 Goodview Ave, Akron, OH 44305",False,1920,,https://www.apartments.com/260-goodview-ave-akron-oh/y5z34cv/
1360 N Howard St,,,"1360 N Howard St, Akron, OH 44310",False,,,https://www.apartments.com/1360-n-howard-st-akron-oh/4rl4n2k/
334 Massillon Rd,,,"334 Massillon Rd, Akron, OH 44312",False,1923,,https://www.apartments.com/334-massillon-rd-akron-oh/j4h3y27/
The Courtland Avenue Apartments,,,"1410 Seward Ave, Akron, OH 44320",False,1963,,https://www.apartments.com/the-courtland-avenue-apartments-akron-oh/evctkhm/
565 West Ave,,,"565 West Ave, Tallmadge, OH 44278",False,1962,14,https://www.apartments.com/565-west-ave-tallmadge-oh/093w700/
1434-1444 Virginia Ave,,,"1434-1444 Virginia Ave, Akron, OH 44306",False,1959,,https://www.apartments.com/1434-1444-virginia-ave-akron-oh/dwqly3l/
1282-1314 Frederick Blvd,,,"1282-1314 Frederick Blvd, Akron, OH 44320",False,1958,14,https://www.apartments.com/1282-1314-frederick-blvd-akron-oh/qjvg2dx/
390 Massillon Rd,,,"390 Massillon Rd, Akron, OH 44312",False,1930,,https://www.apartments.com/390-massillon-rd-akron-oh/lz5r4nd/
841-851 Jonathan Ave,,,"841-851 Jonathan Ave, Akron, OH 44306",False,1960,,https://www.apartments.com/841-851-jonathan-ave-akron-oh/rv5r260/
1618-1632 Merrill Ave,,,"1618-1632 Merrill Ave, Akron, OH 44306",False,1964,,https://www.apartments.com/1618-1632-merrill-ave-akron-oh/nwnnh7n/
Tanglewood Apartments,,,"554 West Ave, Akron, OH 44310",False,1967,36,https://www.apartments.com/tanglewood-apartments-akron-oh/brv5lhc/
Bella Dora Parkview Apartments,,,"1600 Sunset View Dr W, Akron, OH 44320",False,1949,81,https://www.apartments.com/bella-dora-parkview-apartments-akron-oh/03g0lr1/
2090 16th St SW,,,"2090 16th St SW, Akron, OH 44314",False,1913,12,https://www.apartments.com/2090-16th-st-sw-akron-oh/3rytxed/
480 Massillon Rd,,,"480 Massillon Rd, Akron, OH 44306",False,1974,12,https://www.apartments.com/480-massillon-rd-akron-oh/c5dmxbe/
421-443 S Hawkins Ave,,,"421-443 S Hawkins Ave, Akron, OH 44320",False,1949,18,https://www.apartments.com/421-443-s-hawkins-ave-akron-oh/s44nbn5/
1150-1170 Jason St,,,"1150-1170 Jason St, Akron, OH 44314",False,1960,10,https://www.apartments.com/1150-1170-jason-st-akron-oh/16vr777/
Alexander Garden Apartments,,,"715-725 E Waterloo Rd, Akron, OH 44306",False,1973,36,https://www.apartments.com/alexander-garden-apartments-akron-oh/1hvnvh4/
808 Florida Ave,,,"808 Florida Ave, Akron, OH 44314",False,1958,,https://www.apartments.com/808-florida-ave-akron-oh/htdtxp2/
516-520 Massillon Rd,,,"516-520 Massillon Rd, Akron, OH 44306",False,1972,36,https://www.apartments.com/516-520-massillon-rd-akron-oh/ky7kn18/
695 Frederick Blvd,,,"695 Frederick Blvd, Akron, OH 44320",False,1979,10,https://www.apartments.com/695-frederick-blvd-akron-oh/7hchzyy/
Wellington,,,"72 N Thomas Rd, Tallmadge, OH 44278",False,1970,48,https://www.apartments.com/wellington-tallmadge-oh/gf9q58z/
2186 15th St SW,,,"2186 15th St SW, Akron, OH 44314",False,1931,,https://www.apartments.com/2186-15th-st-sw-akron-oh/nlwln9m/
2141 17th St SW,,,"2141 17th St SW, Kenmore, OH 44314",False,1928,,https://www.apartments.com/2141-17th-st-sw-kenmore-oh/znd3ydy/
1340 Hillcrest Dr,,,"1340 Hillcrest Dr, Cuyahoga Falls, OH 44221",False,1964,18,https://www.apartments.com/1340-hillcrest-dr-cuyahoga-falls-oh/gkc7lqw/
696-710 Frederick Blvd,,,"696-710 Frederick Blvd, Akron, OH 44320",False,1971,12,https://www.apartments.com/696-710-frederick-blvd-akron-oh/xz6qc1p/
Wilmich Apartments,,,"2010-2040 Wilmich Dr, Akron, OH 44319",False,1973,32,https://www.apartments.com/wilmich-apartments-akron-oh/yvxprtt/
1695 Triplett Blvd,,,"1695 Triplett Blvd, Akron, OH 44306",False,1981,,https://www.apartments.com/1695-triplett-blvd-akron-oh/qbj95vx/
850 Florida Ave,,,"850 Florida Ave, Akron, OH 44314",False,1923,,https://www.apartments.com/850-florida-ave-akron-oh/ert9emm/
English Market Apartments,,,"1500 W Market St, Akron, OH 44313",False,1976,34,https://www.apartments.com/english-market-apartments-akron-oh/53xzlgn/
885-895 Florida Ave,,,"885-895 Florida Ave, Akron, OH 44314",False,1962,,https://www.apartments.com/885-895-florida-ave-akron-oh/lp4qfjd/
138 Gleason Ave,,,"138 Gleason Ave, Akron, OH 44312",False,1965,10,https://www.apartments.com/138-gleason-ave-akron-oh/cykbtjg/
2166-2184 Mogadore Rd,,,"2166-2184 Mogadore Rd, Akron, OH 44312",False,,10,https://www.apartments.com/2166-2184-mogadore-rd-akron-oh/sgntv77/
Forest Glen Apartments,,,"1390 Forest Glen Dr, Cuyahoga Falls, OH 44221",False,1961,,https://www.apartments.com/forest-glen-apartments-cuyahoga-falls-oh/rb771m3/
1560 20th St,,,"1560 20th St, Cuyahoga Falls, OH 44223",False,1973,12,https://www.apartments.com/1560-20th-st-cuyahoga-falls-oh/mgnrlqj/
926 Florida Ave,,,"926 Florida Ave, Akron, OH 44314",False,1968,,https://www.apartments.com/926-florida-ave-akron-oh/t7byqrb/
598-608 Baldwin Rd,,,"598-608 Baldwin Rd, Akron, OH 44312",False,1963,,https://www.apartments.com/598-608-baldwin-rd-akron-oh/nvmpd1q/
2109 Grant Ave,,,"2109 Grant Ave, Cuyahoga Falls, OH 44223",False,1923,,https://www.apartments.com/2109-grant-ave-cuyahoga-falls-oh/z04jjew/
2103 Grant Ave,,,"2103 Grant Ave, Cuyahoga Falls, OH 44223",False,1923,,https://www.apartments.com/2103-grant-ave-cuyahoga-falls-oh/pdxsypt/
2017 Grant Ave,,,"2017 Grant Ave, Cuyahoga Falls, OH 44223",False,1923,,https://www.apartments.com/2017-grant-ave-cuyahoga-falls-oh/e5mne8n/
1634 20th St,,,"1634 20th St, Cuyahoga Falls, OH 44223",False,1971,20,https://www.apartments.com/1634-20th-st-cuyahoga-falls-oh/mnh15pk/
1452-1458 Front St,,,"1452-1458 Front St, Cuyahoga Falls, OH 44221",False,1957,,https://www.apartments.com/1452-1458-front-st-cuyahoga-falls-oh/07xkfe1/
1451 2nd St,,,"1451 2nd St, Cuyahoga Falls, OH 44221",False,1956,,https://www.apartments.com/1451-2nd-st-cuyahoga-falls-oh/j3epj56/
2149 22nd St,,,"2149 22nd St, Akron, OH 44314",False,,,https://www.apartments.com/2149-22nd-st-akron-oh/kqk8hec/
Villa at Marian Park,,,"320 Guys Run Rd, Akron, OH 44319",False,2005,40,https://www.apartments.com/villa-at-marian-park-akron-oh/6kx2k9s/
2159 22nd St,,,"2159 22nd St, Akron, OH 44314",False,1969,20,https://www.apartments.com/2159-22nd-st-akron-oh/zczpyhx/
1640 20th St,,,"1640 20th St, Cuyahoga Falls, OH 44223",False,1928,,https://www.apartments.com/1640-20th-st-cuyahoga-falls-oh/2njqx49/
1646 20th St,,,"1646 20th St, Cuyahoga Falls, OH 44223",False,1928,,https://www.apartments.com/1646-20th-st-cuyahoga-falls-oh/8nczpk1/
1000 Florida Ave,,,"1000 Florida Ave, Akron, OH 44314",False,1928,,https://www.apartments.com/1000-florida-ave-akron-oh/cdsjh6d/
1950 Mctaggart Dr,,,"1950 Mctaggart Dr, Akron, OH 44320",False,1994,17,https://www.apartments.com/1950-mctaggart-dr-akron-oh/6nswzjt/
956 Grant Ave,,,"956 Grant Ave, Cuyahoga Falls, OH 44221",False,1925,,https://www.apartments.com/956-grant-ave-cuyahoga-falls-oh/srf5mq6/
Cliffside Manor,,,"1183-1195 Cliffside St, Cuyahoga Falls, OH 44221",False,1974,30,https://www.apartments.com/cliffside-manor-cuyahoga-falls-oh/8b5q1r3/
1221 Leeser Ave,,,"1221 Leeser Ave, Akron, OH 44314",False,1980,10,https://www.apartments.com/1221-leeser-ave-akron-oh/b4s20h8/
1234-1250 Cliffside St,,,"1234-1250 Cliffside St, Cuyahoga Falls, OH 44221",False,,,https://www.apartments.com/1234-1250-cliffside-st-cuyahoga-falls-oh/0z6c2d0/
1542 Front St,,,"1542 Front St, Cuyahoga Falls, OH 44221",False,1973,10,https://www.apartments.com/1542-front-st-cuyahoga-falls-oh/j39hw07/
1210 Exeter Rd,,,"1210 Exeter Rd, Akron, OH 44306",False,1943,,https://www.apartments.com/1210-exeter-rd-akron-oh/nm8z1bn/
1174 Chandler Ave,,,"1174 Chandler Ave, Akron, OH 44314",False,1970,,https://www.apartments.com/1174-chandler-ave-akron-oh/mf6clvl/
417-433 N Thomas Rd,,,"417-433 N Thomas Rd, Akron, OH 44310",False,1930,,https://www.apartments.com/417-433-n-thomas-rd-akron-oh/hxxvj11/
613-701 Edwards Ave,,,"613-701 Edwards Ave, Cuyahoga Falls, OH 44221",False,1966,24,https://www.apartments.com/613-701-edwards-ave-cuyahoga-falls-oh/rx9wj21/
1096 Florida Ave,,,"1096 Florida Ave, Akron, OH 44314",False,1929,,https://www.apartments.com/1096-florida-ave-akron-oh/hqb28z0/
2139 Glenmount Ave,,,"2139 Glenmount Ave, Akron, OH 44319",False,1972,,https://www.apartments.com/2139-glenmount-ave-akron-oh/ry3wss0/
2547 Manchester Rd,,,"2547 Manchester Rd, Akron, OH 44319",False,1976,18,https://www.apartments.com/2547-manchester-rd-akron-oh/4kd20jl/
Darrow Road Apartments,,,"600-616 Darrow Rd, Akron, OH 44305",False,1978,48,https://www.apartments.com/darrow-road-apartments-akron-oh/8mntry2/
511-513 Grant Ave,,,"511-513 Grant Ave, Cuyahoga Falls, OH 44221",False,1919,,https://www.apartments.com/511-513-grant-ave-cuyahoga-falls-oh/wfhsfrh/
810-832 Clyde Ave,,,"810-832 Clyde Ave, Cuyahoga Falls, OH 44221",False,1971,12,https://www.apartments.com/810-832-clyde-ave-cuyahoga-falls-oh/etbg3sn/
Howe Apartments,,,"1015-1017 Howe Ave, Cuyahoga Falls, OH 44221",False,1973,76,https://www.apartments.com/howe-apartments-cuyahoga-falls-oh/s9j4gs6/
127-139 Swartz Rd,,,"127-139 Swartz Rd, Akron, OH 44319",False,,,https://www.apartments.com/127-139-swartz-rd-akron-oh/zhvkyzy/
1596 Front St,,,"1596 Front St, Cuyahoga Falls, OH 44221",False,1927,,https://www.apartments.com/1596-front-st-cuyahoga-falls-oh/wq1szdh/
Multi Family,,,"2268 23rd St SW, Akron, OH 44314",False,,12,https://www.apartments.com/multi-family-akron-oh/wwksmsk/
Woodrun Apartments,,,"825-925 Clyde Ave, Cuyahoga Falls, OH 44221",False,1989,40,https://www.apartments.com/woodrun-apartments-cuyahoga-falls-oh/v48v1vd/
1016-1036 Clyde Ave,,,"1016-1036 Clyde Ave, Cuyahoga Falls, OH 44221",False,1983,10,https://www.apartments.com/1016-1036-clyde-ave-cuyahoga-falls-oh/bymt1bb/
275 Swartz Rd,,,"275 Swartz Rd, Akron, OH 44319",False,1975,16,https://www.apartments.com/275-swartz-rd-akron-oh/zsrjyrz/
1041 Clyde Ave,,,"1041 Clyde Ave, Cuyahoga Falls, OH 44221",False,1997,,https://www.apartments.com/1041-clyde-ave-cuyahoga-falls-oh/ky2t0bc/
1689 Meriline St,,,"1689 Meriline St, Cuyahoga Falls, OH 44221",False,1928,,https://www.apartments.com/1689-meriline-st-cuyahoga-falls-oh/xrnr8gq/
Sackett Apartments,,,"1316 Sackett Ave, Cuyahoga Falls, OH 44223",False,1973,24,https://www.apartments.com/sackett-apartments-cuyahoga-falls-oh/j1pmml6/
Preston Villa Apartments,,,"648-672 Loomis Ave, Cuyahoga Falls, OH 44221",False,1970,18,https://www.apartments.com/preston-villa-apartments-cuyahoga-falls-oh/94zy9d7/
2189-2211 Glenmount Ave,,,"2189-2211 Glenmount Ave, Akron, OH 44319",False,1979,12,https://www.apartments.com/2189-2211-glenmount-ave-akron-oh/5z5llgn/
2315 Eastlawn Ave,,,"2315 Eastlawn Ave, Akron, OH 44305",False,,10,https://www.apartments.com/2315-eastlawn-ave-akron-oh/kgfr7mb/
1040-1060 Clyde Ave,,,"1040-1060 Clyde Ave, Cuyahoga Falls, OH 44221",False,1973,10,https://www.apartments.com/1040-1060-clyde-ave-cuyahoga-falls-oh/ml6s4xj/
1051 Clyde Ave,,,"1051 Clyde Ave, Cuyahoga Falls, OH 44221",False,1979,,https://www.apartments.com/1051-clyde-ave-cuyahoga-falls-oh/vlld9dd/
1061-1091 Clyde Ave,,,"1061-1091 Clyde Ave, Cuyahoga Falls, OH 44221",False,1973,16,https://www.apartments.com/1061-1091-clyde-ave-cuyahoga-falls-oh/smld2x7/
250 Teddy Ave,,,"250 Teddy Ave, Akron, OH 44305",False,1971,15,https://www.apartments.com/250-teddy-ave-akron-oh/5w7k4gp/
1064-1080 Clyde Ave,,,"1064-1080 Clyde Ave, Cuyahoga Falls, OH 44221",False,1968,42,https://www.apartments.com/1064-1080-clyde-ave-cuyahoga-falls-oh/wm0fe2j/
1757 S Arlington St,,,"1757 S Arlington St, Akron, OH 44306",False,1978,24,https://www.apartments.com/1757-s-arlington-st-akron-oh/wsqekgj/
1132 Tallmadge Rd,,,"1132 Tallmadge Rd, Cuyahoga Falls, OH 44221",False,1992,,https://www.apartments.com/1132-tallmadge-rd-cuyahoga-falls-oh/b6bz73b/
305 Chestnut Blvd,,,"305 Chestnut Blvd, Cuyahoga Falls, OH 44221",False,1912,,https://www.apartments.com/305-chestnut-blvd-cuyahoga-falls-oh/1v0bk04/
Newton House Apartments,,,"2323 Newton St, Akron, OH 44305",False,1963,22,https://www.apartments.com/newton-house-apartments-akron-oh/j36kmp5/
Ellet Area Apartments,,,"2360-2368 E Market St, Akron, OH 44312",False,1978,18,https://www.apartments.com/ellet-area-apartments-akron-oh/wlpfl2j/
Stoney Pointe Commons,,,"1791 Vernon Odom Blvd, Akron, OH 44320",False,2018,68,https://www.apartments.com/stoney-pointe-commons-akron-oh/7xfxt1y/
Tudor Apartments,,,"250 Tudor Ave, Akron, OH 44312",False,1989,20,https://www.apartments.com/tudor-apartments-akron-oh/24x7pb8/
939-959 Magnolia Ave,,,"939-959 Magnolia Ave, Cuyahoga Falls, OH 44221",False,2000,11,https://www.apartments.com/939-959-magnolia-ave-cuyahoga-falls-oh/h194ww0/
AHEPA 63,,,"435 South Ave, Tallmadge, OH 44278",False,2013,50,https://www.apartments.com/ahepa-63-tallmadge-oh/ggm402w/
1730 2nd St,,,"1730 2nd St, Cuyahoga Falls, OH 44221",False,1963,,https://www.apartments.com/1730-2nd-st-cuyahoga-falls-oh/bc4l7db/
Newton Townhomes,,,"2335-2345 Newton St, Akron, OH 44305",False,1961,,https://www.apartments.com/newton-townhomes-akron-oh/gbc213y/
Ellet Complex,,,"2376-2400 E Market St, Akron, OH 44312",False,1977,37,https://www.apartments.com/ellet-complex-akron-oh/z68lqky/
Riverwalk Lofts,,,"1749 Front St, Cuyahoga Falls, OH 44221",False,2016,,https://www.apartments.com/riverwalk-lofts-cuyahoga-falls-oh/nnwqpfq/
1300 Bailey Rd,,,"1300 Bailey Rd, Cuyahoga Falls, OH 44221",False,1983,34,https://www.apartments.com/1300-bailey-rd-cuyahoga-falls-oh/1521yl7/
706 Sackett Ave,,,"706 Sackett Ave, Cuyahoga Falls, OH 44221",False,1923,,https://www.apartments.com/706-sackett-ave-cuyahoga-falls-oh/vvw4nne/
700 Sackett Ave,,,"700 Sackett Ave, Cuyahoga Falls, OH 44221",False,1923,,https://www.apartments.com/700-sackett-ave-cuyahoga-falls-oh/m63effj/
640 Sackett Ave,,,"640 Sackett Ave, Cuyahoga Falls, OH 44221",False,1923,,https://www.apartments.com/640-sackett-ave-cuyahoga-falls-oh/k37x558/
Newton Place Apartments,,,"2349 Newton St, Akron, OH 44305",False,1959,24,https://www.apartments.com/newton-place-apartments-akron-oh/xjfdy9p/
Sauter Place Apartments,,,"1750 4th St, Cuyahoga Falls, OH 44221",False,1970,53,https://www.apartments.com/sauter-place-apartments-cuyahoga-falls-oh/l863b2e/
1809-1815 S Arlington St,,,"1809-1815 S Arlington St, Akron, OH 44306",False,1979,36,https://www.apartments.com/1809-1815-s-arlington-st-akron-oh/1c46k94/
1320 Bailey Rd,,,"1320 Bailey Rd, Cuyahoga Falls, OH 44221",False,1979,20,https://www.apartments.com/1320-bailey-rd-cuyahoga-falls-oh/y65t28r/
788 Tallmadge Rd,,,"788 Tallmadge Rd, Cuyahoga Falls, OH 44221",False,1960,,https://www.apartments.com/788-tallmadge-rd-cuyahoga-falls-oh/h8b0kp2/
1820 4th St,,,"1820 4th St, Cuyahoga Falls, OH 44221",False,1925,,https://www.apartments.com/1820-4th-st-cuyahoga-falls-oh/yhjerxt/
Eastwood Pointe Luxury Apartments,,,"2251 Eastwood Ave, Akron, OH 44305",False,2010,12,https://www.apartments.com/eastwood-pointe-luxury-apartments-akron-oh/xc69bxm/
1015-1019 Derbydale Rd,,,"1015-1019 Derbydale Rd, Akron, OH 44306",False,1972,,https://www.apartments.com/1015-1019-derbydale-rd-akron-oh/l17l86g/
227-231 Randel Ave,,,"227-231 Randel Ave, Akron, OH 44313",False,,,https://www.apartments.com/227-231-randel-ave-akron-oh/jkzhn34/
Eastwood Apartments,,,"2275 Eastwood Ave, Akron, OH 44305",False,1988,23,https://www.apartments.com/eastwood-apartments-akron-oh/nh62mep/
Brookledge Commons,,,"1424 Buckingham Gate Blvd, Cuyahoga Falls, OH 44221",False,1998,98,https://www.apartments.com/brookledge-commons-cuyahoga-falls-oh/sqf4sc5/
1873-1879 S Arlington Rd,,,"1873-1879 S Arlington Rd, Akron, OH 44306",False,1976,12,https://www.apartments.com/1873-1879-s-arlington-rd-akron-oh/ezqjl8n/
Watermark Village,,,"1850 Front St, Cuyahoga Falls, OH 44221",False,2012,52,https://www.apartments.com/watermark-village-cuyahoga-falls-oh/pmqwl2v/
1338 Carey Ave,,,"1338 Carey Ave, Akron, OH 44314",False,1964,,https://www.apartments.com/1338-carey-ave-akron-oh/w4mxh0j/
320 Falls Ave,,,"320 Falls Ave, Cuyahoga Falls, OH 44221",False,1973,11,https://www.apartments.com/320-falls-ave-cuyahoga-falls-oh/rszq9k2/
1254-1260 California Ave,,,"1254-1260 California Ave, Akron, OH 44314",False,,,https://www.apartments.com/1254-1260-california-ave-akron-oh/hc9xz01/
118 Strecker Dr,,,"118 Strecker Dr, Tallmadge, OH 44278",False,1969,,https://www.apartments.com/118-strecker-dr-tallmadge-oh/t6epfh8/
1906 3rd St,,,"1906 3rd St, Cuyahoga Falls, OH 44221",False,1918,,https://www.apartments.com/1906-3rd-st-cuyahoga-falls-oh/s9klz96/
2597 Cory Ave,,,"2597 Cory Ave, Akron, OH 44314",False,1976,11,https://www.apartments.com/2597-cory-ave-akron-oh/0hl8c51/
1509 Bailey Rd,,,"1509 Bailey Rd, Cuyahoga Falls, OH 44221",False,1995,,https://www.apartments.com/1509-bailey-rd-cuyahoga-falls-oh/lfn9nnd/
350 Canton Rd,,,"350 Canton Rd, Akron, OH 44312",False,1972,16,https://www.apartments.com/350-canton-rd-akron-oh/thc1mcc/
550 Colony Park Dr,,,"550 Colony Park Dr, Tallmadge, OH 44278",False,2002,,https://www.apartments.com/550-colony-park-dr-tallmadge-oh/ntx22lm/
Leo Dugan Apartments,,,"1300 Kennedy Blvd, Cuyahoga Falls, OH 44221",False,1986,70,https://www.apartments.com/leo-dugan-apartments-cuyahoga-falls-oh/z0jvtzw/
Kennedy Commons,,,"1320-1390 Kennedy Blvd, Cuyahoga Falls, OH 44221",False,1991,73,https://www.apartments.com/kennedy-commons-cuyahoga-falls-oh/rgtvvv2/
2544 Benton St,,,"2544 Benton St, Akron, OH 44312",False,1981,12,https://www.apartments.com/2544-benton-st-akron-oh/33pnrte/
700 Carnegie Ave,,,"700 Carnegie Ave, Akron, OH 44314",False,1979,,https://www.apartments.com/700-carnegie-ave-akron-oh/f4dc4nt/
Bard Apartment,,,"670-680 Hancock Ave, Akron, OH 44314",False,1974,12,https://www.apartments.com/bard-apartment-akron-oh/qngxspz/
Springfield Lake Apartments,,,"1894-1898 Springfield Lake Blvd, Akron, OH 44312",False,2002,25,https://www.apartments.com/springfield-lake-apartments-akron-oh/vn63rqg/
1211 W Waterloo Rd,,,"1211 W Waterloo Rd, Akron, OH 44314",False,1966,,https://www.apartments.com/1211-w-waterloo-rd-akron-oh/vvhvgfe/
30 S Pershing Ave,,,"30 S Pershing Ave, Akron, OH 44313",False,1946,,https://www.apartments.com/30-s-pershing-ave-akron-oh/tdkgl3c/
22 S Pershing Ave,,,"22 S Pershing Ave, Akron, OH 44313",False,1946,,https://www.apartments.com/22-s-pershing-ave-akron-oh/lll7nmd/
740 Carnegie Ave,,,"740 Carnegie Ave, Akron, OH 44314",False,1970,40,https://www.apartments.com/740-carnegie-ave-akron-oh/x3qgpem/
2305 State Rd,,,"2305 State Rd, Cuyahoga Falls, OH 44223",False,1930,,https://www.apartments.com/2305-state-rd-cuyahoga-falls-oh/9nneqx5/
Essex House,,,"744 Carnegie Ave, Akron, OH 44314",False,1963,22,https://www.apartments.com/essex-house-akron-oh/723ldlz/
Executive House,,,"766 Carnegie Ave, Akron, OH 44314",False,1962,24,https://www.apartments.com/executive-house-akron-oh/895knm2/
700-720 Hancock Ave,,,"700-720 Hancock Ave, Akron, OH 44314",False,1964,20,https://www.apartments.com/700-720-hancock-ave-akron-oh/lvffknd/
