Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
4411 Butler St,,,"4411 Butler St, Pittsburgh, PA 15201",False,,41,https://www.apartments.com/4411-butler-st-pittsburgh-pa/e77yjfp/
6111 Fifth Ave Unit # 1C,,,"6111 Fifth Ave, Pittsburgh, PA 15232",False,,41,https://www.apartments.com/6111-fifth-ave-pittsburgh-pa-unit-1c/1c6mgd6/
122 43rd St Unit 1,,,"122 43rd St, Pittsburgh, PA 15201",False,,41,https://www.apartments.com/122-43rd-st-pittsburgh-pa-unit-1/shrdc85/
"2 br, 1 bath House - 203 Lehigh Ave #3",,,"203 Lehigh Ave, Pittsburgh, PA 15232",False,,41,https://www.apartments.com/2-br-1-bath-house-203-lehigh-ave-3-pittsburgh-pa/dl1cn0k/
13 Nusser St,,,"13 Nusser St, Pittsburgh, PA 15203",False,,41,https://www.apartments.com/13-nusser-st-pittsburgh-pa/08wwds2/
Beautiful Troy Hill 1 Bedroom Efficiency!,,,"1139 Brabec St, Pittsburgh, PA 15212",False,,41,https://www.apartments.com/beautiful-troy-hill-1-bedroom-efficiency-pittsburgh-pa/bpcgdfc/
"1 br, 1 bath - 214 S Highland Ave November",,,"214 S Highland Ave, Pittsburgh, PA 15206",False,,41,https://www.apartments.com/1-br-1-bath-214-s-highland-ave-november-pittsburgh-pa/jc7t1s7/
6209 Kentucky Ave,,,"6209 Kentucky Ave, Pittsburgh, PA 15206",False,,41,https://www.apartments.com/6209-kentucky-ave-pittsburgh-pa/wshje2l/
East Liberty Place South,,,"5836 Penn Ave, Pittsburgh, PA 15206",False,2014,52,https://www.apartments.com/east-liberty-place-south-pittsburgh-pa/kpnrdw8/
126 Cologne St,,,"126 Cologne St, Pittsburgh, PA 15210",False,2014,52,https://www.apartments.com/126-cologne-st-pittsburgh-pa/djjhk7l/
,,,,,,,
Lynn Apartments,,,"5686 Forward Ave, Pittsburgh, PA 15217",False,,11,https://www.apartments.com/lynn-apartments-pittsburgh-pa/gpj5eez/
814 Selby Way Unit 2,,,"814 Selby Way, Pittsburgh, PA 15203",False,,11,https://www.apartments.com/814-selby-way-pittsburgh-pa-unit-2/n3pxh0q/
"3 br, 3 bath Apartment - 1619 Shady Ave",,,"1619 Shady Ave, Pittsburgh, PA 15217",False,,11,https://www.apartments.com/3-br-3-bath-apartment-1619-shady-ave-pittsburgh-pa/nk92t0n/
"2 br, 1 bath Townhome - 1810 Shady Ave",,,"1810 Shady Ave, Pittsburgh, PA 15217",False,,11,https://www.apartments.com/2-br-1-bath-townhome-1810-shady-ave-pittsburgh-pa/3pwsh4f/
2129 Straubs Ln,,,"2129 Straubs Ln, Pittsburgh, PA 15212",False,,11,https://www.apartments.com/2129-straubs-ln-pittsburgh-pa/bs9lp98/
The Penn at Walnut on Highland,,,"111 S Highland Ave, Pittsburgh, PA 15206",False,2013,78,https://www.apartments.com/the-penn-at-walnut-on-highland-pittsburgh-pa/d043r1h/
"5 br, 1.5 bath House - 311 Dengler St",,,"311 Dengler St, Pittsburgh, PA 15210",False,2013,78,https://www.apartments.com/5-br-15-bath-house-311-dengler-st-pittsburgh-pa/h6rdep2/
1608 1/2-321 Denniston St,,,"1608 1/2-321 Denniston St, Pittsburgh, PA 15217",False,2013,78,https://www.apartments.com/1608-1-2-321-denniston-st-pittsburgh-pa/etqjnem/
"3 br, 1 bath House - 1940 Arlington",,,"1940 Arlington Ave, Pittsburgh, PA 15210",False,2013,78,https://www.apartments.com/3-br-1-bath-house-1940-arlington-pittsburgh-pa/d3ygj3k/
5801 Station St,,,"5801 Station St, Pittsburgh, PA 15206",False,2013,78,https://www.apartments.com/5801-station-st-pittsburgh-pa/txdzycb/
"3 br, 1 bath House - 5917 Nicholson St.",,,"5917 Nicholson St, Pittsburgh, PA 15217",False,2013,78,https://www.apartments.com/3-br-1-bath-house-5917-nicholson-st-pittsburgh-pa/0ndew83/
501 Cabot Way,,,"501 Cabot Way, Pittsburgh, PA 15203",False,2013,78,https://www.apartments.com/501-cabot-way-pittsburgh-pa/jnh8qp5/
709 Penn Ave,,,"709 Penn Ave, Pittsburgh, PA 15222",False,2013,78,https://www.apartments.com/709-penn-ave-pittsburgh-pa/yf9lxmv/
139 7th St Unit Suite 2000,,,"139 7th St, Pittsburgh, PA 15222",False,2013,78,https://www.apartments.com/139-7th-st-pittsburgh-pa-unit-suite-2000/ltn0t2e/
Standard Life Building,,,"345 4th Ave, Pittsburgh, PA 15222",False,2015,41,https://www.apartments.com/standard-life-building-pittsburgh-pa/dvgf4gj/
Spectacular 4 Bedroom Squirrel Hill Townhome,,,"1655 Beechwood Blvd, Pittsburgh, PA 15217",False,2015,41,https://www.apartments.com/spectacular-4-bedroom-squirrel-hill-townhome-pittsburgh-pa/6x6wr8v/
"3 br, 2 bath Duplex - 764 Hazelwood Ave # 2",,,"764 Hazelwood Ave, Pittsburgh, PA 15217",False,2015,41,https://www.apartments.com/3-br-2-bath-duplex-764-hazelwood-ave-2-pittsburgh-pa/rp7b5d1/
"3 br, 1.5 bath House - 928 Vista St.",,,"928 Vista St, Pittsburgh, PA 15212",False,2015,41,https://www.apartments.com/3-br-15-bath-house-928-vista-st-pittsburgh-pa/y3kenrv/
1150 Greenfield Ave Unit 2,,,"1150 Greenfield Ave, Pittsburgh, PA 15217",False,2015,41,https://www.apartments.com/1150-greenfield-ave-pittsburgh-pa-unit-2/geftyyy/
628 Arlington Ave,,,"628 Arlington Ave, Pittsburgh, PA 15203",False,2015,41,https://www.apartments.com/628-arlington-ave-pittsburgh-pa/tr14jb8/
"2 br, 1 bath House - 6319 Monitor St #1",,,"6319 Monitor St, Pittsburgh, PA 15217",False,2015,41,https://www.apartments.com/2-br-1-bath-house-6319-monitor-st-1-pittsburgh-pa/4mv6smh/
"5 br, 2 bath House - 1783 Arlington",,,"1783 Arlington, Mount Oliver, PA 15210",False,2015,41,https://www.apartments.com/5-br-2-bath-house-1783-arlington-mount-oliver-pa/n6cehnn/
"4 br, 2 bath House - 412 N Euclid Ave",,,"412 N Euclid Ave, Pittsburgh, PA 15206",False,2015,41,https://www.apartments.com/4-br-2-bath-house-412-n-euclid-ave-pittsburgh-pa/lh5tsef/
"3 br, 1.5 bath House - 965 Manton Way",,,"965 Manton Way, Pittsburgh, PA 15210",False,2015,41,https://www.apartments.com/3-br-15-bath-house-965-manton-way-pittsburgh-pa/9y6rl96/
Keystone Flats - Now Leasing For Fall,,,"319 Third Ave, Pittsburgh, PA 15222",True,2019,90,https://www.apartments.com/keystone-flats-now-leasing-for-fall-pittsburgh-pa/fpdez6r/
5715 E Liberty Blvd,,,"5715 E Liberty Blvd, Pittsburgh, PA 15206",False,2019,90,https://www.apartments.com/5715-e-liberty-blvd-pittsburgh-pa/5gf4g7n/
607 Penn Ave,,,"607 Penn Ave, Pittsburgh, PA 15222",False,2019,90,https://www.apartments.com/607-penn-ave-pittsburgh-pa/941vtp7/
"2 br, 1 bath House - 2347 Tilbury Street",,,"2347 Tilbury Ave, Pittsburgh, PA 15217",False,2019,90,https://www.apartments.com/2-br-1-bath-house-2347-tilbury-street-pittsburgh-pa/yq6q8ws/
Location Location Location,,,"6379 Douglas St, Pittsburgh, PA 15217",False,2019,90,https://www.apartments.com/location-location-location-pittsburgh-pa/fnnscfs/
4331 Saline St,,,"4331 Saline St, Pittsburgh, PA 15217",False,2019,90,https://www.apartments.com/4331-saline-st-pittsburgh-pa/bc5zmh9/
502 Suismon St,,,"502 Suismon St, Pittsburgh, PA 15212",False,2019,90,https://www.apartments.com/502-suismon-st-pittsburgh-pa/2j18mr9/
741 Chislett St,,,"741 Chislett St, Pittsburgh, PA 15206",False,2019,90,https://www.apartments.com/741-chislett-st-pittsburgh-pa/lwhrqxf/
133 Stamm Ave Unit 4B,,,"133 Stamm Ave, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/133-stamm-ave-pittsburgh-pa-unit-4b/wltzv5l/
2421 Beechwood Blvd,,,"2421 Beechwood Blvd, Pittsburgh, PA 15217",False,2019,90,https://www.apartments.com/2421-beechwood-blvd-pittsburgh-pa/bjg38t9/
331 Knox Ave,,,"331 Knox Ave, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/331-knox-ave-pittsburgh-pa/3z531vf/
Conveniently Located Efficiency In Mt Oliver!,,,"131 Brownsville Rd, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/conveniently-located-efficiency-in-mt-oliver-pittsburgh-pa/4c2vmsj/
"2 br, 1 bath Townhome - 102 Jucunda St",,,"102 Jucunda St, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/2-br-1-bath-townhome-102-jucunda-st-pittsburgh-pa/zdw1frz/
5158 Butler St Unit 3,,,"5158 Butler St, Pittsburgh, PA 15201",False,2019,90,https://www.apartments.com/5158-butler-st-pittsburgh-pa-unit-3/jryvjj5/
"3 br, 1.5 bath House - 4239 Upview Terrace",,,"4239 Upview Terrace, Pittsburgh, PA 15201",False,2019,90,https://www.apartments.com/3-br-15-bath-house-4239-upview-terrace-pittsburgh-pa/6x5l4es/
729 N St Clair St,,,"729 N St Clair St, Pittsburgh, PA 15206",False,2019,90,https://www.apartments.com/729-n-st-clair-st-pittsburgh-pa/vwzev7e/
406 Stanton Ave Unit 2,,,"406 Stanton Ave, Pittsburgh, PA 15209",False,2019,90,https://www.apartments.com/406-stanton-ave-pittsburgh-pa-unit-2/12cptg5/
"4 br, 2 bath House - 65 Millbridge St",,,"65 Millbridge St, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/4-br-2-bath-house-65-millbridge-st-pittsburgh-pa/1m9xct4/
9 E Sherman St,,,"9 E Sherman St, Pittsburgh, PA 15209",False,2019,90,https://www.apartments.com/9-e-sherman-st-pittsburgh-pa/4krfykl/
636 E Warrington Ave,,,"636 E Warrington Ave, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/636-e-warrington-ave-pittsburgh-pa/vlj9vfe/
6780 5th Ave Unit 116,,,"6780 5th Ave, Pittsburgh, PA 15208",False,2019,90,https://www.apartments.com/6780-5th-ave-pittsburgh-pa-unit-116/ndp7f9n/
"3 br, 1.5 bath House - 1112 Brintell St",,,"1112 Brintell St, Pittsburgh, PA 15201",False,2019,90,https://www.apartments.com/3-br-15-bath-house-1112-brintell-st-pittsburgh-pa/g6vv76y/
3234 Beechwood Blvd,,,"3234 Beechwood Blvd, Pittsburgh, PA 15217",False,2019,90,https://www.apartments.com/3234-beechwood-blvd-pittsburgh-pa/h28cfq1/
257 Ormsby Ave,,,"257 Ormsby Ave, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/257-ormsby-ave-pittsburgh-pa/f7dqb6v/
118 Rochelle St,,,"118 Rochelle St, Pittsburgh, PA 15210",False,2019,90,https://www.apartments.com/118-rochelle-st-pittsburgh-pa/1k7twl7/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Trenton Square Apartments,,,"535-603 S Trenton Ave, Pittsburgh, PA 15221",False,,70,https://www.apartments.com/trenton-square-apartments-pittsburgh-pa/gjjsz9x/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
7120 McClure Ave Unit #1,,,"7120 McClure Ave, Pittsburgh, PA 15218",False,,,https://www.apartments.com/7120-mcclure-ave-pittsburgh-pa-unit-1/w5zv9gl/
Beautiful 3BR Home in Carrick!,,,"1727 Mt Joseph St, Pittsburgh, PA 15210",False,,,https://www.apartments.com/beautiful-3br-home-in-carrick-pittsburgh-pa/zz91ley/
"2 br, 1 bath House - 388 Republic",,,"388 Republic St, Pittsburgh, PA 15211",False,,,https://www.apartments.com/2-br-1-bath-house-388-republic-pittsburgh-pa/hrq33n0/
13 James St,,,"13 James St, Pittsburgh, PA 15223",False,,,https://www.apartments.com/13-james-st-pittsburgh-pa/n009cwq/
"2 br, 1 bath House - 45 High St",,,"45 High St, Etna, PA 15223",False,,,https://www.apartments.com/2-br-1-bath-house-45-high-st-etna-pa/b10m0w9/
308 W Swissvale Ave Unit 1,,,"308 W Swissvale Ave, Pittsburgh, PA 15218",False,,,https://www.apartments.com/308-w-swissvale-ave-pittsburgh-pa-unit-1/3eng82e/
"3 br, 1 bath House - 1432 Evergreen Avenue",,,"1432 Evergreen Ave, Pittsburgh, PA 15209",False,,,https://www.apartments.com/3-br-1-bath-house-1432-evergreen-avenue-pittsburgh-pa/3369xng/
"3 br, 2 bath House - 626 Hampton Ave",,,"626 Hampton St, Pittsburgh, PA 15221",False,,,https://www.apartments.com/3-br-2-bath-house-626-hampton-ave-pittsburgh-pa/471f4kk/
1907 Hanover St,,,"1907 Hanover St, Swissvale, PA 15218",False,,,https://www.apartments.com/1907-hanover-st-swissvale-pa/wdwsh6k/
515 Hill Ave,,,"515 Hill Ave, Pittsburgh, PA 15221",False,,,https://www.apartments.com/515-hill-ave-pittsburgh-pa/vz201ff/
"2 br, 1 bath House - 1646 S Braddock Avenue",,,"1646 S Braddock Ave, Swissvale, PA 15218",False,,,https://www.apartments.com/2-br-1-bath-house-1646-s-braddock-avenue-swissvale-pa/w711yhj/
602 Mulberry St Unit 3,,,"602 Mulberry St, Pittsburgh, PA 15221",False,,,https://www.apartments.com/602-mulberry-st-pittsburgh-pa-unit-3/4ln3zxh/
1173 Shadycrest Dr,,,"1173 Shadycrest Dr, Pittsburgh, PA 15216",False,,,https://www.apartments.com/1173-shadycrest-dr-pittsburgh-pa/kzpv0cc/
1650 Ballinger St,,,"1650 Ballinger St, Pittsburgh, PA 15210",False,,,https://www.apartments.com/1650-ballinger-st-pittsburgh-pa/8gc83q2/
1575 Evelyn Rd,,,"1575 Evelyn Rd, Brentwood, PA 15227",False,,,https://www.apartments.com/1575-evelyn-rd-brentwood-pa/pkwz8fr/
1567 Cathell Rd,,,"1567 Cathell Rd, Pittsburgh, PA 15236",False,,,https://www.apartments.com/1567-cathell-rd-pittsburgh-pa/140cz96/
"1 br, 1 bath - 1704 Main St August 15th",,,"1704 Main St, Pittsburgh, PA 15215",False,,,https://www.apartments.com/1-br-1-bath-1704-main-st-august-15th-pittsburgh-pa/7gnxkrz/
,,,,,,,
,,,,,,,
,,,,,,,
Tudor Court,,,"131 Edgewood Ave, Pittsburgh, PA 15218",False,1932,,https://www.apartments.com/tudor-court-pittsburgh-pa/fqde14v/
7348 Denniston Ave,,,"7348 Denniston Ave, Pittsburgh, PA 15218",False,1932,,https://www.apartments.com/7348-denniston-ave-pittsburgh-pa/q6ljq2y/
Townley Manor,,,"101 Lloyd Ave, Pittsburgh, PA 15218",False,1990,14,https://www.apartments.com/townley-manor-pittsburgh-pa/xb9wrtn/
"3 br, 1.5 bath House - 1804 Middle St",,,"1804 Middle St, Pittsburgh, PA 15215",False,1990,14,https://www.apartments.com/3-br-15-bath-house-1804-middle-st-pittsburgh-pa/by2s0kc/
1307 Beechview Ave,,,"1307 Beechview Ave, Pittsburgh, PA 15216",False,1990,14,https://www.apartments.com/1307-beechview-ave-pittsburgh-pa/hbszsl0/
"3 br, 1.5 bath House - 114 Santron Ave",,,"114 Santron Ave, Pittsburgh, PA 15210",False,1990,14,https://www.apartments.com/3-br-15-bath-house-114-santron-ave-pittsburgh-pa/1b9tbf7/
7813 Sailor Pl,,,"7813 Sailor Pl, Pittsburgh, PA 15218",False,1990,14,https://www.apartments.com/7813-sailor-pl-pittsburgh-pa/mtrpqkk/
"2 br, 1 bath Apartment - 120 Lloyd Avenue",,,"120 Lloyd Ave, Pittsburgh, PA 15218",False,1990,14,https://www.apartments.com/2-br-1-bath-apartment-120-lloyd-avenue-pittsburgh-pa/m91pk4k/
Sailor Place Apartments,,,"7811-7816 Sailor Pl, Pittsburgh, PA 15218",False,1920,,https://www.apartments.com/sailor-place-apartments-pittsburgh-pa/lrsjzdg/
1500 Fallowfield Ave Unit Apt 2D,,,"1500 Fallowfield Ave, Pittsburgh, PA 15216",False,1920,,https://www.apartments.com/1500-fallowfield-ave-pittsburgh-pa-unit-apt-2d/g3b6tdz/
"2 br, 1 bath House - 320 E 17th Ave",,,"320 E 17th Ave, Homestead, PA 15120",False,1920,,https://www.apartments.com/2-br-1-bath-house-320-e-17th-ave-homestead-pa/m9gpvkj/
"1 br, 1 bath Apartment - 145 LaCrosse Street",,,"145 Lacrosse St, Pittsburgh, PA 15218",False,1920,,https://www.apartments.com/1-br-1-bath-apartment-145-lacrosse-street-pittsburgh-pa/p5sj1zr/
90 Vilsack St,,,"90 Vilsack St, Pittsburgh, PA 15223",False,1920,,https://www.apartments.com/90-vilsack-st-pittsburgh-pa/4cp52th/
"2 br, 1 bath Townhome - 225 E 19th Ave",,,"225 E 19th Ave, Munhall, PA 15120",False,1920,,https://www.apartments.com/2-br-1-bath-townhome-225-e-19th-ave-munhall-pa/n5w633m/
1624 Bellaire Pl,,,"1624 Bellaire Pl, Pittsburgh, PA 15226",False,1920,,https://www.apartments.com/1624-bellaire-pl-pittsburgh-pa/cymf93d/
"3 br, 2 bath House - 1919 Fair acres ave",,,"1919 Fairacres Ave, Pittsburgh, PA 15216",False,1920,,https://www.apartments.com/3-br-2-bath-house-1919-fair-acres-ave-pittsburgh-pa/s2ldvp6/
Two bedroom duplex in Swissvale,,,"2200 Milligan Ave, Pittsburgh, PA 15218",False,1920,,https://www.apartments.com/two-bedroom-duplex-in-swissvale-pittsburgh-pa-unit-2/7f348xy/
1137 South Ave,,,"1137 South Ave, Pittsburgh, PA 15221",False,1920,,https://www.apartments.com/1137-south-ave-pittsburgh-pa/bp4kbhb/
"2 br, 1.5 bath House - 1022 Etna Avenue",,,"1022 Etna Ave, Pittsburgh, PA 15215",False,1920,,https://www.apartments.com/2-br-15-bath-house-1022-etna-avenue-pittsburgh-pa/vdd134g/
209 Western Ave Unit 5,,,"209 Western Ave, Pittsburgh, PA 15215",False,1920,,https://www.apartments.com/209-western-ave-pittsburgh-pa-unit-5/fknznsv/
Wonderful 4 Bedroom 2 Bath Home,,,"3016 Grayson Ave, Pittsburgh, PA 15227",False,1920,,https://www.apartments.com/wonderful-4-bedroom-2-bath-home-pittsburgh-pa/3f6d9je/
1656 Broadway Ave,,,"1656 Broadway Ave, Pittsburgh, PA 15216",False,1920,,https://www.apartments.com/1656-broadway-ave-pittsburgh-pa/yzmklzr/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Columbia Ridge Apartments,,,"2522-2532 Columbia Ave, Swissvale, PA 15218",False,1948,,https://www.apartments.com/columbia-ridge-apartments-swissvale-pa/wrj9x7j/
1515 Penn Ave Unit 206,,,"1515 Penn Ave, Pittsburgh, PA 15221",False,1948,,https://www.apartments.com/1515-penn-ave-pittsburgh-pa-unit-206/yzqwx0s/
"2 br, 1 bath House - 2510 Plainview",,,"2510 Plainview Ave, Pittsburgh, PA 15226",False,1948,,https://www.apartments.com/2-br-1-bath-house-2510-plainview-pittsburgh-pa/ysmbc8r/
7971 Dollman Rd,,,"7971 Dollman Rd, Pittsburgh, PA 15235",False,1948,,https://www.apartments.com/7971-dollman-rd-pittsburgh-pa/s942p14/
"3 br, 1.5 bath House - 102 Woodlawn Dr",,,"102 Woodlawn Dr, Homestead, PA 15120",False,1948,,https://www.apartments.com/3-br-15-bath-house-102-woodlawn-dr-homestead-pa/8jege00/
1410 Creedmoor Ave,,,"1410 Creedmoor Ave, Pittsburgh, PA 15226",False,1948,,https://www.apartments.com/1410-creedmoor-ave-pittsburgh-pa/6sgbn5t/
"3 br, 1 bath Apartment - 1623 Rankin Avenue 1",,,"1623 Rankin Ave, Pittsburgh, PA 15212",False,1948,,https://www.apartments.com/3-br-1-bath-apartment-1623-rankin-avenue-1-pittsburgh-pa/fdp3vvt/
"1 br, 1 bath Apartment - 162 VICTORIA DRIVE",,,"162 Victoria Dr, Brentwood, PA 15227",False,1948,,https://www.apartments.com/1-br-1-bath-apartment-162-victoria-drive-brentwood-pa/1nc3pq7/
William Penn Heights,,,"1815 Penn Ave, Pittsburgh, PA 15221",False,,10,https://www.apartments.com/william-penn-heights-pittsburgh-pa/c70znvg/
1266 Benton Ave,,,"1266 Benton Ave, Pittsburgh, PA 15212",False,,10,https://www.apartments.com/1266-benton-ave-pittsburgh-pa/g0n6p4y/
"4 br, 1.5 bath House - 908 Reiss St",,,"908 Reiss St, Pittsburgh, PA 15212",False,,10,https://www.apartments.com/4-br-15-bath-house-908-reiss-st-pittsburgh-pa/cx66weg/
"2 br, 1 bath House - 1956 Creedmoor Pl",,,"1956 Creedmoor Pl, Pittsburgh, PA 15226",False,,10,https://www.apartments.com/2-br-1-bath-house-1956-creedmoor-pl-pittsburgh-pa/kdjjnnb/
